File,Activity,Maximum_Absolute_Velocity,Mean_Absolute_Velocity,Mean_Velocity_Bandwidth,Maximum_Velocity_Bandwidth,Active_Motion_Duration,Active_Motion_Fraction,Velocity_Imbalance,High_Velocity_Fraction,Main_Burst_Duration,Energy_Weighted_Velocity,Variance_Doppler_Distr,Skewness_Doppler_Distr,Kurtosis_Doppler_Distr,Variance_Frequency_Doppler_Distr,Mean_Difference_From_Zero_Freq,Total_Signal_Over_Max,Standard_Deviation_Range,Mean_Cadence
1P09A01R01.dat,1,1.68103448275862,0.974201614200676,0.757310157129833,1.48706896551724,6.56122448979592,0.655453618756371,-0.0690233305157361,0.0916780004066664,2.78571428571429,-0.0583257843653078,4.60513927767595e-05,1.28020823757281,3.36267931329216,29.5995855830289,24.6194984945508,0.0139936936302976,0.00927128590523644,7.68829601622345
1P09A01R02.dat,1,1.875,1.08809723845704,0.834681838106371,1.61637931034483,6.02040816326531,0.601427115188583,-0.156663487377212,0.129059984027077,2.09183673469388,-0.119118126420447,4.2521068807899e-05,1.32835405500653,3.70987211367884,31.9770932139179,27.3063657247024,0.0156875953657356,0.00774973173113693,7.62132681638587
1P09A01R03.dat,1,1.55172413793103,0.898062240873698,0.869526746890484,1.35775862068966,3.47959183673469,0.347604485219164,-0.426554089100371,0.0765783331191432,2.20408163265306,-0.246046293467214,5.38953714702871e-05,1.71178667440822,5.01984720825662,27.8172256737415,23.5901643658516,0.016532826203759,0.00842574760376013,7.52061318404635
1P10A01R01.dat,1,2.58620689655172,1.56144687350524,1.35822743183894,2.32758620689655,8.09183673469388,0.808358817533129,-0.158876878776808,0.399509062430803,4.43877551020408,-0.173917474988679,2.40713593352251e-05,0.924610609817553,2.86775777794461,41.7897658606114,36.3643222751017,0.0193602272657651,0.00843410653843727,7.68222756655097
1P10A01R02.dat,1,2.7801724137931,1.46653066819094,1.2691092926135,2.61853448275862,7.54081632653061,0.753312945973496,-0.301278908358314,0.336485734548516,4.24489795918367,-0.283047738146836,2.68702902268297e-05,0.930397983787297,2.81249854835531,38.2289655898798,33.4196728655968,0.0184284080260326,0.00841645988893822,7.64805400056593
1P10A01R03.dat,1,2.03663793103448,1.28733381095556,1.32410974349338,2.55387931034483,3.74489795918367,0.374108053007136,0.0233108330712227,0.188195859014244,2.3265306122449,0.00653356609417574,2.90111646508897e-05,0.690599790564172,1.78667026433381,34.8987189413839,28.4677800426906,0.0206081685762138,0.00965734013878849,7.55626654817613
1P11A01R01.dat,1,2.13362068965517,1.2557131405749,0.916141643696912,1.97198275862069,6.25510204081633,0.624872579001019,-0.268851668127168,0.225844281788377,3.71428571428571,-0.246142719237216,4.10863752447671e-05,1.56536225764409,4.81763584713363,35.0842883968322,31.4089519642784,0.0149407336316145,0.00939120262134032,7.62311712876334
1P11A01R02.dat,1,2.32758620689655,1.46964502662462,1.19103163935274,2.10129310344828,6.80612244897959,0.679918450560652,-0.377898875518304,0.326135296050226,3.61224489795918,-0.335125037924178,3.29991258829983e-05,1.33679815840948,4.06885389459813,36.996372451402,33.32918933258,0.0170132664119014,0.00920080212211792,7.60872996379479
1P11A01R03.dat,1,1.875,1.02263221488986,0.918242866437401,1.61637931034483,3.78571428571429,0.378185524974516,-0.187293207537752,0.137187821711164,2.22448979591837,-0.104820659764173,3.68431987602391e-05,0.890561914587457,2.18279136657685,31.7077883954375,26.1618741324268,0.0174312996812464,0.00986656141849946,7.56580436110867
1P12A01R01.dat,1,1.97198275862069,1.12236303989643,0.838531246322232,1.81034482758621,5.97959183673469,0.597349643221203,-0.113490751386755,0.169379401019964,2.47959183673469,-0.125962169230171,3.5943625804851e-05,0.922464809177862,2.3476747715975,32.9257553454542,27.897838036748,0.0141820173205825,0.0102669110830044,7.63747835871964
1P12A01R02.dat,1,2.23060344827586,1.10644631273472,0.89839749061113,2.03663793103448,6.18367346938775,0.617737003058104,-0.199693239603626,0.147254934028313,3.6734693877551,-0.152791993784802,3.65441178346098e-05,0.961068421734336,2.38986554972523,31.8693450414567,26.5050669447491,0.015436049862108,0.00936838483399564,7.58879110816469
1P12A01R03.dat,1,1.68103448275862,0.882121791547835,0.755525667617319,1.26077586206897,4.07142857142857,0.406727828746177,-0.293057672227624,0.0596392749531918,2.68367346938776,-0.177181566091013,5.17169040142525e-05,1.38318654949854,3.54621170058054,27.6256905290697,22.9413076504398,0.0147811765020245,0.00953396622909924,7.51006862029034
1P13A01R01.dat,1,2.74784482758621,1.2448811451884,1.13054297019148,2.65086206896552,8.58163265306122,0.857288481141692,-0.0953738880449037,0.155013513697797,4.98979591836735,-0.0861166398149247,3.57346837765736e-05,0.914351016895723,2.22769345716798,31.586608542078,25.8870177187013,0.0177623721629003,0.00833716431727739,7.69278961637482
1P13A01R02.dat,1,2.23060344827586,1.25172820429408,1.18323031880286,2.06896551724138,8.11224489795918,0.81039755351682,-0.085148096934417,0.156341592419011,3.39795918367347,-0.0835680807641667,3.56036737545515e-05,0.945124048427271,2.35271960847815,31.7055906833428,25.8424952332884,0.0185580686558774,0.00870162063099521,7.63009573058903
1P13A01R03.dat,1,1.58405172413793,0.910463439593154,0.935348703795585,1.64870689655172,5.6734693877551,0.566768603465851,-0.194605219740947,0.0450248776783074,3.3469387755102,-0.0642308515559589,5.60928942706156e-05,1.61122294730289,4.72781315222169,25.9777544782128,20.1705091324158,0.0167120024770475,0.00875039759436128,7.58916233122669
1P14A01R01.dat,1,2.35991379310345,1.26330440865094,1.03833465668482,2.19827586206897,6.97959183673469,0.697247706422018,-0.16911140895122,0.326161519781608,3.92857142857143,-0.124019315476414,2.74714034319493e-05,0.901699806940758,2.62536134404404,38.4094932578997,32.4324484052679,0.0163117098353563,0.0100001817560441,7.63676411988658
1P14A01R02.dat,1,2.55387931034483,1.16052402169702,0.887374079814025,2.32758620689655,2.72448979591837,0.27217125382263,-0.31849874427549,0.302330644248246,1.43877551020408,-0.181756149890151,2.85608987989079e-05,1.31699400030087,4.5306909285211,37.3829414095247,30.29568503478,0.0166607384092403,0.0100076175659612,7.50968790881619
1P14A01R03.dat,1,1.74568965517241,0.928164016052319,0.950040873959572,1.48706896551724,3.55102040816326,0.35474006116208,-0.152700340410946,0.126049158304433,2.46938775510204,-0.0862553192718442,3.54904616278772e-05,0.923556088290432,2.34680441444369,31.7072640085362,25.6798970016038,0.0160476978298837,0.0112015291202524,7.52921132040728
1P15A01R01.dat,1,2.03663793103448,1.18959147273654,1.16725677339902,2.13362068965517,8.28571428571428,0.827726809378186,-0.060925728886711,0.149851055564638,3.98979591836735,-0.0471015209438377,3.91463549090518e-05,1.14491306085039,2.94091528754939,31.6222601613255,26.2878746738244,0.0162941654698746,0.00863414771295191,7.71264727617317
1P15A01R02.dat,1,1.93965517241379,1.11933473341914,1.05159923108191,1.77801724137931,5.19387755102041,0.518858307849134,-0.236780133953683,0.100139475347929,2.07142857142857,-0.145511021530578,4.41028243802325e-05,1.2756045272111,3.38910124091049,29.5602598284365,24.2261089458691,0.0156117750485996,0.00837705834957944,7.63537302573011
1P15A01R03.dat,1,1.22844827586207,0.796104576216565,0.708563285530131,1.35775862068966,4.36734693877551,0.436289500509684,-0.143198404418438,0.0293229710931706,2.31632653061224,-0.0885133686230928,5.79845547859139e-05,1.36840920454356,3.23528142845266,25.286815843039,19.8574959679503,0.0139192852839611,0.00813871596699122,7.53325413093614
1P16A01R01.dat,1,2.10129310344828,1.32610784355359,1.07055270086632,1.875,8.28571428571428,0.827726809378186,-0.373639130277699,0.257952962727848,2.91836734693878,-0.305399392639812,3.95181608098041e-05,1.62057899871184,5.17061082848076,35.0836865190822,31.4393020757288,0.0156134330184054,0.00830000548382369,7.63598569434141
1P16A01R02.dat,1,2.10129310344828,1.30464480874317,1.09766581872998,2.29525862068966,5.60204081632653,0.559633027522936,-0.449898364744009,0.258469544677308,1.87755102040816,-0.37343746942706,3.91255430435063e-05,1.61922931268235,5.17553232576834,34.0881753431928,30.8320333706812,0.0166073984823997,0.0084604309163736,7.64050615654859
1P16A01R03.dat,1,2.10129310344828,1.11454832700175,1.05961882670953,2.00431034482759,4.81632653061224,0.481141692150866,-0.327579494826989,0.117833291272437,3.12244897959184,-0.202626188050994,4.31144319762726e-05,1.29823938939978,3.45147488145251,29.687257480188,24.6164323896346,0.0174798102236889,0.00946979383836502,7.63357106772953
1P17A01R01.dat,1,2.8125,1.68306799221357,1.45296857619577,3.13577586206897,6.3265306122449,0.632008154943935,-0.336494432833773,0.445654362927419,2.5,-0.32262488356875,2.14244261669123e-05,0.810768627023642,2.54927582875645,42.0383560198613,36.8567909545824,0.018742517551333,0.00918844334691747,7.65012883498703
1P17A01R02.dat,1,3.13577586206897,1.69389996066605,1.64585928281107,3.16810344827586,8.05102040816326,0.804281345565749,-0.180655435629693,0.394266302041441,4.94897959183673,-0.167080843383638,2.05366041461797e-05,0.634215980643651,2.18853968452245,41.6457285355132,35.3290235372661,0.0216297253389681,0.0087742837108829,7.63147900516354
1P17A01R03.dat,1,2.26293103448276,1.30199031460365,1.38074855749416,2.7801724137931,5.12244897959184,0.511722731906218,-0.505867184827888,0.234600272650458,2.35714285714286,-0.368275093306845,3.6324791585245e-05,1.27177877548809,3.29084261361086,33.2758952892008,29.1697120781159,0.0191743381919712,0.00954912093050739,7.62873244211635
1P18A01R1.dat,1,1.68103448275862,1.11909381636161,0.782119021134594,1.32543103448276,6.95918367346939,0.695208970438328,0.0853582222436645,0.115751609514683,3.24489795918367,0.0187089354437443,5.4355197854287e-05,1.77155089496745,5.10334674758792,32.784151557971,28.4323303957593,0.0128774193781212,0.00905561349373816,7.65790960160213
1P18A01R2.dat,1,1.71336206896552,1.17322976878613,0.896016045445485,1.35775862068966,7.06122448979592,0.705402650356779,0.0251464028470912,0.146168606642031,3.37755102040816,-0.0346531224219254,4.30288241802559e-05,1.34663902971583,3.63835998541871,32.970649317368,28.2410225585518,0.0147179108469749,0.0116872179810601,7.67985339278806
1P18A01R3.dat,1,1.61637931034483,1.13788517975055,0.746591464905845,1.35775862068966,4.31632653061224,0.431192660550459,-0.0286973239507626,0.141892419585324,1.71428571428571,-0.0492875618201078,4.41549582249891e-05,1.43130591670493,3.89122118689024,33.7733393089346,29.1211573787844,0.0142175945012108,0.00790982471946805,7.70168984160647
1P19A01R1.dat,1,1.26077586206897,0.684849720410064,0.524813606710159,0.9375,4.53061224489796,0.452599388379205,-0.866972023741363,0.010470118851238,1.86734693877551,-0.361609868327222,0.000172038745900628,3.59109576595169,15.6364222473859,18.3117260477081,17.4325200057683,0.0110814948271268,0.0077086602603761,7.66393049030498
1P19A01R2.dat,1,1.32543103448276,0.824389288171879,0.62404426943956,1.06681034482759,4.60204081632653,0.45973496432212,-0.786574182630452,0.019818675391051,3.1734693877551,-0.375190200977111,0.000143167182009118,3.29836750279399,13.6594516125938,19.3057530013197,18.5451683550892,0.0110974111288871,0.00755728518778676,7.66567475715572
1P19A01R3.dat,1,1.29310344827586,0.852514367816092,0.610344827586206,1.00215517241379,4.59183673469388,0.458715596330275,-0.867153429378702,0.0315252558170412,4.59183673469388,-0.438503226015437,0.000152287169560093,3.38559739940311,14.1804083748981,19.4654753999288,20.2585533458608,0.0105461454404075,0.00817779317369423,7.66815691401561
1P20A01R1.dat,1,0.872844827586207,0.526020436267489,0.376087914509199,0.743534482758621,9.48484848484849,0.474003028773347,0.257015635389814,0.00255171902221238,4.56565656565657,0.0699542824890261,0.000126253196338858,2.81983091940217,10.4997166766643,20.5989199964864,14.9894951111494,0.00497803997470252,0.00527559490225292,8.56863891473604
1P20A01R2.dat,1,1.22844827586207,0.510097622083197,0.505789130370326,1.77801724137931,11.7474747474747,0.587077233720343,0.317948875448271,0.00200475477247407,4.19191919191919,0.0780327991944169,0.000130344120067497,3.06840416999285,12.4378530725354,20.4952246063884,14.4227877696264,0.00505786670699719,0.0034637988112923,8.59431569182018
1P20A01R3.dat,1,0.84051724137931,0.527166515426497,0.396280752167776,1.22844827586207,10.3636363636364,0.517920242301868,0.175340971980023,0.000622406445692559,5.61616161616162,0.0295687734008786,0.000124270470186825,2.72175543833739,9.72597848464878,20.9467112750205,15.3552575414408,0.00496210984163117,0.00334290382432682,8.62524637165756
1P21A01R1.dat,1,1.00215517241379,0.642843322727664,0.484806303207499,0.808189655172414,12.1515151515152,0.607269056032307,-0.117785080499315,0.00490973142158911,5.15151515151515,-0.0785598894788851,9.25659725330898e-05,2.10352888400433,6.19553071834122,22.1823240571484,16.8022839634369,0.00518933221448563,0.00406377704882974,8.58572338275414
1P21A01R2.dat,1,1.03448275862069,0.698235703576783,0.470014992503748,0.872844827586207,8.13131313131313,0.406360424028269,-0.429821555958478,0.00392590711905038,3.62626262626263,-0.198683472578136,0.000118286848485805,3.09287579581422,12.6999357597343,22.1939297934357,18.3903977703599,0.00530861753820934,0.0035837108933044,8.55847308779577
1P22A01R1.dat,1,2.10129310344828,1.30713240078074,0.782484431638628,1.26077586206897,3.78571428571429,0.378185524974516,-0.181508355923299,0.198988574701545,1.13265306122449,-0.17217811633083,4.69594025073314e-05,1.95090835274761,6.59919516883763,36.6614200454897,32.1952630923964,0.0129881929385744,0.00859366568557288,7.69198863604498
1P22A01R2.dat,1,2.29525862068966,1.50274081709145,0.909951274362818,1.42241379310345,4.69387755102041,0.468909276248726,-0.430111878625783,0.339667143058783,1.6734693877551,-0.450457967933669,5.73468134362378e-05,2.64376068512475,9.95140848806411,37.7476270868493,36.1131141563411,0.0126544903790311,0.0066412042155728,7.66171764048951
1P22A01R3.dat,1,2.32758620689655,1.67172354203083,0.970684192753853,1.42241379310345,4.42857142857143,0.442405708460754,-0.451294194883762,0.425379240695491,1.42857142857143,-0.459510902604689,6.13213316705883e-05,3.0454964464168,12.6359553080985,39.3734344792132,37.7429813983561,0.0131267027586603,0.0071574131305851,7.6507988908771
1P23A01R1.dat,1,2.29525862068966,1.37009224523357,1.01709042088494,1.97198275862069,6.8469387755102,0.683995922528033,-0.214331267158042,0.291844850193976,3.80612244897959,-0.350903673375204,4.53389336341943e-05,1.7684066165154,5.33963942330433,36.2678182770686,33.0938881710598,0.0143668682149513,0.00606806517755856,7.64643948354947
1P23A01R2.dat,1,2.52155172413793,1.6463275862069,1.17931034482759,2.03663793103448,6.37755102040816,0.63710499490316,-0.0206320518719447,0.462024803245308,3.08163265306122,-0.0622782240201543,3.19568726201015e-05,1.34950912879575,3.63308537361036,43.5796004171061,38.7714589344818,0.0161329135647728,0.0105958380253732,7.62638006240566
1P24A01R1.dat,1,1.81034482758621,1.12046823334908,0.762798181388758,1.22844827586207,6.70408163265306,0.669724770642202,-0.121634519985899,0.188317338425358,2.16326530612245,-0.0910614690856119,3.32864862036327e-05,0.927675134658105,2.61975837938127,33.7743847779232,28.234167046741,0.0138439790117574,0.00782402545649201,7.6410148071835
1P24A01R2.dat,1,2.19827586206897,1.14307442600396,0.760222289104824,1.35775862068966,4.09183673469388,0.408766564729867,-0.254134972021292,0.167625044463345,1.86734693877551,-0.30927180153712,4.46139170586148e-05,1.66413753191523,5.39189345278812,32.4352145575668,28.2861756820218,0.0126751039275482,0.00774747353865915,7.70535109176778
1P24A01R3.dat,1,2.06896551724138,1.25188117516194,0.848491788261468,1.42241379310345,5.37755102040816,0.537206931702345,-0.227039485774231,0.215891239554212,2.5,-0.22057387581949,3.89838183770442e-05,1.65815569751366,5.65716501782673,35.0804232705543,30.5542853964941,0.0140310328260488,0.0109453496096475,7.70099465179361
1P25A01R1.dat,1,1.81034482758621,1.19948178084871,1.09803793755296,2.23060344827586,5.39795918367347,0.539245667686035,-0.0792748264159692,0.165293986484474,2.81632653061224,-0.0974302027576877,3.90507654917743e-05,1.26375423717888,3.65546460368851,33.5388520785867,28.6124441497616,0.0154506970471708,0.00658182504079879,7.70402116397693
1P25A01R2.dat,1,1.97198275862069,1.06060286404238,0.959481784898213,2.00431034482759,6.77551020408163,0.676860346585117,-0.389411738850304,0.148402563412266,2.58163265306122,-0.335249657709548,4.56265029598096e-05,1.43335383135955,4.14242357425307,29.7941183836789,26.7917683815121,0.0145204954986503,0.00654648613093056,7.56736103932619
1P25A01R3.dat,1,1.8426724137931,0.942475238444608,0.748693140132061,1.42241379310345,7.19387755102041,0.718654434250764,-0.505621951888904,0.078754885125477,4.12244897959184,-0.348274172435047,6.34014417683839e-05,2.02984631219474,6.55240697150694,26.9741936006772,24.9025983719952,0.0129240957434533,0.00559588724377147,7.63872347434417
1P26A01R1.dat,1,1.26077586206897,0.750775451233875,0.552984032209472,1.00215517241379,12.7171717171717,0.635537607269056,-0.379199755719242,0.0237276782526327,4.82828282828283,-0.2230044506165,0.000102804436882271,2.7329928477778,10.3410386816103,23.144992417809,19.3379411097274,0.00520010863874953,0.0030542753203153,8.52135611183943
1P26A01R2.dat,1,1.45474137931034,0.834596438044715,0.654426392572945,1.29310344827586,13.7878787878788,0.68904593639576,-0.241867325553706,0.0370865476469265,4.94949494949495,-0.172177529425597,7.71661597744573e-05,2.21828248441184,7.38264372513702,26.1027155771505,21.8267139127666,0.00562740804895424,0.00303516608627249,8.6329272539966
1P26A01R3.dat,1,1.45474137931034,0.926842254462989,0.691049856079549,1.22844827586207,11.979797979798,0.598687531549722,-0.23775834914141,0.0480842013156513,3.66666666666667,-0.187868174015335,7.3392499832044e-05,2.28491786307595,7.980357935169,26.9711918122849,22.6935019751407,0.00570915917387737,0.00314361647498979,8.67028881496483
1P27A01R1.dat,1,1.93965517241379,1.12208008898776,0.853378754171302,1.51939655172414,6.64285714285714,0.663608562691132,0.00748170647908704,0.104374271950994,2.86734693877551,-0.0941759059684573,5.17840173027974e-05,1.64091651861181,4.51537220412459,32.1647062640361,27.0171335916741,0.0126038195140137,0.00676293681273406,7.6728775382539
1P27A01R2.dat,1,2.00431034482759,1.08448571459283,0.882297220311292,1.77801724137931,8.18367346938775,0.817533129459735,-0.225782679367115,0.119134923513677,3.47959183673469,-0.198086601862785,4.62223271017355e-05,1.59756825313705,5.02894878028759,31.9962270879588,27.5102714977545,0.0136651630101744,0.00632447972123987,7.68030925226615
1P27A01R3.dat,1,1.48706896551724,0.922960320079196,0.83792639415938,1.51939655172414,8.53061224489796,0.852191641182467,0.0413995087454612,0.0523327817422225,8.09183673469388,-0.021991040005894,5.31560008266419e-05,1.44459207611482,3.74280615874164,29.0565938609517,23.9390303496825,0.0139389496343001,0.00708852822953015,7.66939149259057
