File,Activity,Maximum_Absolute_Velocity,Mean_Absolute_Velocity,Mean_Velocity_Bandwidth,Maximum_Velocity_Bandwidth,Active_Motion_Duration,Active_Motion_Fraction,Velocity_Imbalance,High_Velocity_Fraction,Main_Burst_Duration,Energy_Weighted_Velocity,Imbalance_Doppler_Distr,Variance_Doppler_Distr,Skewness_Doppler_Distr,Kurtosis_Doppler_Distr,Variance_Frequency_Doppler_Distr,Mean_Difference_From_Zero_Freq,Total_Signal_Over_Max,Standard_Deviation_Range,Mean_Cadence
1P07A01R03.dat,1,1.19612068965517,0.729529059654149,0.519064002865036,0.9375,3.43877551020408,0.343527013251784,-0.206078898993464,0.0827268396233884,2.66326530612245,-0.0995022365046111,0.17997528219119,4.6651459941125e-05,1.34303288866692,3.65675580138082,28.4695591642141,23.2617519723279,0.0164983426128447,0.0081242979549081,7.55374328750953
1P08A01R01.dat,1,2.61853448275862,1.6634012539185,0.929103224361844,2.10129310344828,4.71428571428571,0.470948012232416,-0.0826538082650153,0.581626751567304,3.01020408163265,-0.162482939501046,0.0805785152642225,1.10910057109225e-05,0.232242518777261,2.01309761110955,51.2253711840817,44.4126073013673,0.0226586841705515,0.0108795410264815,7.69877602300314
1P08A01R02.dat,1,2.42456896551724,1.50394113202363,0.891713319137244,1.64870689655172,5.12244897959184,0.511722731906218,-0.16384203424663,0.505720220549478,2.79591836734694,-0.268893569124722,0.142274039616237,1.45236295694737e-05,0.478263676913622,2.28157568168492,47.0115055962247,40.8234822943314,0.021687702910823,0.0105458413086529,7.65959919084924
1P08A01R03.dat,1,2.16594827586207,1.24286335450696,0.856302934059286,2.39224137931034,3.48979591836735,0.348623853211009,-0.0283963543846112,0.384231912134551,1.13265306122449,-0.0442426043776068,0.019984944647419,1.78031978223763e-05,0.308627634727451,1.43263302414542,42.3687481733538,35.1558639835852,0.021988176597915,0.00909762099920556,7.64360346161354
1P08A01R1.dat,1,1.8426724137931,1.23094065212292,0.499098346235047,1.19612068965517,4.5,0.44954128440367,-0.337269975755907,0.468282767999172,1.3469387755102,-0.378247925547921,0.300046411965665,3.32316135073934e-05,1.7460588222449,5.93205538247884,41.5519174098912,38.2122699306408,0.0155605157379037,0.00619475565779349,7.75788077383596
1P08A01R2.dat,1,1.71336206896552,1.27338682144076,0.553793956981906,2.03663793103448,5.1530612244898,0.514780835881753,-0.352813105606324,0.493577998387217,1.94897959183673,-0.425982999889997,0.305038003038998,3.48546873513823e-05,1.80305439184805,5.87466194028799,42.0611245882605,39.4696044370431,0.016021973202068,0.00698906440237335,7.7066344704525
1P08A01R3.dat,1,1.74568965517241,1.25874218221771,0.530764029749832,1.81034482758621,6.24489795918367,0.623853211009174,-0.359475114261831,0.544310273013873,2.14285714285714,-0.462132571917432,0.318358787819767,3.22828643540978e-05,1.65038135567497,5.21178380440614,42.5390501595124,40.2025909121796,0.0160695710872235,0.00704127401940738,7.73131855584606
1P09A01R01.dat,1,1.35775862068966,0.798285246956615,0.441173513165657,0.969827586206897,6.56122448979592,0.655453618756371,-0.0690233305849095,0.091678000391648,2.78571428571429,-0.0583257843680064,0.0575853968520583,4.60513927697313e-05,1.28020823709639,3.3626793117142,29.5995855808876,24.6194984912586,0.0139936936304859,0.00927128590523644,7.68829601624424
1P09A01R02.dat,1,1.45474137931034,0.907747662185856,0.492803915838691,1.03448275862069,6.02040816326531,0.601427115188583,-0.156663487415819,0.129059984009736,2.09183673469388,-0.119118126412818,0.139089205747541,4.25210687978462e-05,1.3283540545252,3.70987211235459,31.9770932114528,27.3063657208722,0.0156875953667477,0.00774973173113693,7.62132681640346
1P09A01R03.dat,1,1.16379310344828,0.710069268884619,0.525394377591263,1.06681034482759,3.47959183673469,0.347604485219164,-0.426554089050152,0.0765783330988182,2.20408163265306,-0.246046293411909,0.363942668521846,5.38953714572682e-05,1.71178667344819,5.01984720420914,27.8172256701958,23.5901643598271,0.0165328262075257,0.00842574760376013,7.52061318407875
1P10A01R01.dat,1,2.10129310344828,1.25339718224116,0.763387615775971,1.68103448275862,8.09183673469388,0.808358817533129,-0.158876878787875,0.399509062402366,4.43877551020408,-0.173917474979526,0.141753714851441,2.4071359331404e-05,0.9246106095648,2.86775777755579,41.7897658588794,36.3643222723118,0.0193602272673355,0.00843410653843727,7.68222756655511
1P10A01R02.dat,1,2.06896551724138,1.17809773225701,0.70606685408987,1.81034482758621,7.54081632653061,0.753312945973496,-0.301278908371801,0.336485734499292,4.24489795918367,-0.283047738113662,0.270082581317969,2.68702902230834e-05,0.930397983358656,2.81249854723372,38.2289655871598,33.4196728610171,0.0184284080273994,0.00841645988893822,7.64805400056918
1P10A01R03.dat,1,1.77801724137931,1.00334433430424,0.735826951987221,1.39008620689655,3.74489795918367,0.374108053007136,0.0233108329953438,0.188195858960484,2.3265306122449,0.0065335660828284,-0.0238079408472096,2.90111646513769e-05,0.690599790215759,1.7866702632519,34.8987189368063,28.4677800359814,0.0206081685774212,0.00965734013878849,7.55626654824426
1P11A01R01.dat,1,1.71336206896552,1.03769969623671,0.499891010856725,1.35775862068966,6.25510204081633,0.624872579001019,-0.268851668133503,0.225844281773113,3.71428571428571,-0.246142719224172,0.243290029686232,4.10863752383805e-05,1.56536225742577,4.81763584657643,35.0842883954923,31.4089519619739,0.0149407336324392,0.00939120262134032,7.62311712876049
1P11A01R02.dat,1,1.97198275862069,1.20116127281187,0.653191723103965,1.19612068965517,6.80612244897959,0.679918450560652,-0.377898875534979,0.326135296004589,3.61224489795918,-0.335125037886504,0.341202743560495,3.29991258769725e-05,1.3367981579295,4.06885389306613,36.9963724488928,33.3291893280734,0.0170132664129706,0.00920080212211792,7.60872996379978
1P11A01R03.dat,1,1.55172413793103,0.848098103913003,0.5205525606469,1.16379310344828,3.78571428571429,0.378185524974516,-0.187293207619835,0.137187821676638,2.22448979591837,-0.10482065975424,0.15940467667516,3.68431987583797e-05,0.890561914260161,2.18279136577154,31.7077883909096,26.1618741256604,0.0174312996837608,0.00986656141849946,7.56580436114157
1P12A01R01.dat,1,1.58405172413793,0.938217164881724,0.473990820289514,1.16379310344828,5.97959183673469,0.597349643221203,-0.113490751418719,0.169379400995302,2.47959183673469,-0.125962169219938,0.093431449489461,3.59436257999021e-05,0.922464808769044,2.3476747705552,32.9257553431282,27.8978380330507,0.0141820173217022,0.0102669110830044,7.63747835871145
1P12A01R02.dat,1,1.81034482758621,0.912320757937862,0.535512333560942,1.48706896551724,6.18367346938775,0.617737003058104,-0.199693239614408,0.147254934000578,3.6734693877551,-0.152791993763075,0.171145031821894,3.65441178305808e-05,0.961068421300507,2.38986554853994,31.8693450385438,26.5050669402203,0.0154360498628457,0.00936838483399564,7.58879110817851
1P12A01R03.dat,1,1.32543103448276,0.726600985221674,0.437597225823179,0.872844827586207,4.07142857142857,0.406727828746177,-0.293057672242219,0.0596392749403678,2.68367346938776,-0.177181566063826,0.253044790578093,5.17169040063607e-05,1.38318654894459,3.54621169859167,27.6256905263289,22.9413076461782,0.0147811765044408,0.00953396622909924,7.51006862042987
1P13A01R01.dat,1,1.9073275862069,0.990680993480668,0.695292959940957,1.68103448275862,8.58163265306122,0.857288481141692,-0.0953738880685156,0.15501351367692,4.98979591836735,-0.0861166398087106,0.08313830551336,3.57346837737709e-05,0.9143510166021,2.22769345640766,31.5866085400625,25.8870177157244,0.017762372164378,0.00833716431727739,7.69278961638391
1P13A01R02.dat,1,1.68103448275862,0.979891834743006,0.700553025374106,1.39008620689655,8.11224489795918,0.81039755351682,-0.0851480969445807,0.156341592396094,3.39795918367347,-0.0835680807556994,0.0723732385178378,3.5603673751428e-05,0.945124048091892,2.35271960756562,31.7055906811329,25.8424952300325,0.0185580686573668,0.00870162063099521,7.63009573063517
1P13A01R03.dat,1,1.22844827586207,0.725888039568346,0.563901249689903,1.22844827586207,5.6734693877551,0.566768603465851,-0.19460521974934,0.0450248776633222,3.3469387755102,-0.0642308515447732,0.163489218740717,5.60928942705626e-05,1.61122294692868,4.72781315022821,25.9777544748038,20.1705091275895,0.0167120024786739,0.00875039759436128,7.58916233134348
1P14A01R01.dat,1,1.8426724137931,1.04024879007864,0.585677555958863,1.45474137931034,6.97959183673469,0.697247706422018,-0.169111409044801,0.326161519716651,3.92857142857143,-0.124019315470656,0.149239989159709,2.74714034346026e-05,0.901699807076476,2.62536134444898,38.4094932542485,32.4324483996693,0.0163117098346289,0.0100001817560441,7.6367641198825
1P14A01R02.dat,1,2.19827586206897,0.965832041844247,0.493752421542038,1.68103448275862,2.72448979591837,0.27217125382263,-0.318498744277913,0.30233064417645,1.43877551020408,-0.181756149859351,0.264881213268993,2.85608988083525e-05,1.31699400099406,4.53069093122215,37.3829414054047,30.2956850285671,0.0166607384089853,0.0100076175659612,7.50968790883203
1P14A01R03.dat,1,1.58405172413793,0.752359542211652,0.527088287752675,1.03448275862069,3.55102040816326,0.35474006116208,-0.152700340432602,0.126049158267659,2.46938775510204,-0.0862553192557318,0.122886083821134,3.54904616268919e-05,0.923556087799264,2.34680441265524,31.7072640041377,25.6798969950634,0.0160476978318634,0.0112015291202524,7.52921132050168
1P15A01R01.dat,1,1.55172413793103,0.915881922031595,0.631900798369288,1.39008620689655,8.28571428571428,0.827726809378186,-0.0609257289233402,0.149851055542093,3.98979591836735,-0.047101520943872,0.0514277796122771,3.91463549030166e-05,1.1449130604533,2.94091528645599,31.622260159161,26.2878746705466,0.0162941654702968,0.00863414771295191,7.71264727617114
1P15A01R02.dat,1,1.81034482758621,0.884721563579703,0.579451341372536,1.51939655172414,5.19387755102041,0.518858307849134,-0.236780133996986,0.10013947531991,2.07142857142857,-0.14551102150351,0.197927623732144,4.41028243754194e-05,1.27560452655216,3.38910123827888,29.5602598245446,24.2261089399596,0.0156117750504638,0.00837705834957944,7.63537302576722
1P15A01R03.dat,1,0.969827586206897,0.64413470834676,0.392765066065098,0.743534482758621,4.36734693877551,0.436289500509684,-0.14319840446891,0.0293229710834864,2.31632653061224,-0.0885133686090447,0.116139797912032,5.79845547815943e-05,1.36840920409296,3.2352814268161,25.2868158395283,19.8574959628583,0.0139192852857634,0.00813871596699122,7.53325413101039
1P16A01R01.dat,1,1.77801724137931,1.07107026074401,0.578273632580262,1.19612068965517,8.28571428571428,0.827726809378186,-0.373639130283067,0.25795296269439,2.91836734693878,-0.305399392607913,0.339610792916666,3.95181608029078e-05,1.6205789982781,5.1706108268763,35.0836865169692,31.4393020719553,0.0156134330191189,0.00830000548382369,7.63598569434536
1P16A01R02.dat,1,1.64870689655172,1.0575654795553,0.583721970981722,1.09913793103448,5.60204081632653,0.559633027522936,-0.449898364734046,0.258469544620481,1.87755102040816,-0.373437469357092,0.400956553353187,3.91255430374082e-05,1.61922931189441,5.17553232227479,34.0881753401238,30.8320333647097,0.0166073984840792,0.0084604309163736,7.64050615659107
1P16A01R03.dat,1,1.71336206896552,0.878118607539451,0.606073750730566,1.35775862068966,4.81632653061224,0.481141692150866,-0.32757949480979,0.117833291234519,3.12244897959184,-0.20262618799764,0.281404706293938,4.31144319742217e-05,1.29823938879688,3.45147487891395,29.6872574760559,24.6164323830677,0.0174798102260397,0.00946979383836502,7.63357106776963
1P17A01R01.dat,1,2.29525862068966,1.35494299221357,0.793277252502781,1.58405172413793,6.3265306122449,0.632008154943935,-0.336494432833046,0.445654362869298,2.5,-0.322624883532179,0.302196577756801,2.14244261647306e-05,0.810768626645571,2.54927582789457,42.0383560171304,36.8567909498622,0.0187425175522328,0.00918844334691747,7.65012883499254
1P17A01R02.dat,1,2.45689655172414,1.30314179887243,0.918631998164416,1.8426724137931,8.05102040816326,0.804281345565749,-0.180655435663703,0.394266301980342,4.94897959183673,-0.167080843366104,0.158744837581421,2.05366041443674e-05,0.634215980250965,2.18853968363335,41.6457285323323,35.3290235323016,0.0216297253414891,0.0087742837108829,7.63147900515849
1P17A01R03.dat,1,2.00431034482759,1.02057288089023,0.805935739799423,1.81034482758621,5.12244897959184,0.511722731906218,-0.505867184794801,0.234600272570998,2.35714285714286,-0.368275093199749,0.436743441930129,3.63247915845952e-05,1.27177877491715,3.29084261149925,33.2758952847796,29.1697120698481,0.0191743381936454,0.00954912093050739,7.62873244215234
1P18A01R1.dat,1,1.35775862068966,0.888747914349278,0.391320216907676,0.743534482758621,6.95918367346939,0.695208970438328,0.0853582222190627,0.115751609503229,3.24489795918367,0.0187089354385325,-0.0740604427629767,5.43551978417436e-05,1.77155089469775,5.10334674689781,32.7841515561467,28.4323303928586,0.0128774193793377,0.00905561349373816,7.65790960161595
1P18A01R2.dat,1,1.42241379310345,0.925774242575245,0.474823101455053,0.84051724137931,7.06122448979592,0.705402650356779,0.0251464028365957,0.146168606628103,3.37755102040816,-0.0346531224204904,-0.0243665245154605,4.30288241717055e-05,1.3466390293772,3.63835998458923,32.9706493154679,28.2410225556011,0.0147179108480969,0.0116872179810601,7.67985339278964
1P18A01R3.dat,1,1.35775862068966,0.952326363414038,0.407724993886036,0.9375,4.31632653061224,0.431192660550459,-0.0286973239656884,0.141892419571178,1.71428571428571,-0.0492875618184225,0.028151282987258,4.41549582141504e-05,1.43130591631214,3.89122118594609,33.7733393066603,29.1211573752333,0.0142175945025576,0.00790982471946805,7.70168984159995
1P19A01R1.dat,1,0.969827586206897,0.526779473438956,0.286688897949674,0.549568965517241,4.53061224489796,0.452599388379205,-0.866972023684243,0.0104701188491325,1.86734693877551,-0.361609868269399,0.765144828844438,0.000172038745846142,3.59109576519858,15.6364222421216,18.3117260474968,17.4325200029919,0.0110814948277076,0.0077086602603761,7.66393049030362
1P19A01R2.dat,1,1.03448275862069,0.623829230063459,0.324064339781329,0.646551724137931,4.60204081632653,0.45973496432212,-0.786574182556078,0.0198186753861583,3.1734693877551,-0.375190200899526,0.695596458984924,0.000143167181960903,3.29836750189569,13.6594516068248,19.3057530008748,18.5451683517897,0.0110974111292885,0.00755728518778676,7.6656747571463
1P19A01R3.dat,1,0.969827586206897,0.63412356321839,0.292025862068965,0.581896551724138,4.59183673469388,0.458715596330275,-0.867153429278862,0.0315252558100828,4.59183673469388,-0.438503225930595,0.772290722285071,0.000152287169505628,3.38559739867252,14.1804083703831,19.4654753999196,20.2585533424209,0.0105461454408818,0.00817779317369423,7.6681569140234
1P20A01R1.dat,1,0.549568965517241,0.43754131320921,0.224571719731189,0.323275862068966,9.48484848484849,0.474003028773347,0.2570156353259,0.00255171902172784,4.56565656565657,0.0699542824718465,-0.220754330410344,0.0001262531963084,2.81983091884047,10.4997166734393,20.5989199951804,14.9894951091695,0.00497803997491623,0.00527559490225292,8.56863891475406
1P20A01R2.dat,1,0.84051724137931,0.41122468645299,0.319940255581581,1.29310344827586,11.7474747474747,0.587077233720343,0.317948875326305,0.00200475477207116,4.19191919191919,0.0780327991690335,-0.288228098515048,0.000130344120041688,3.0684041694035,12.437853068725,20.4952246052097,14.4227877678695,0.00505786670720684,0.0034637988112923,8.59431569198587
1P20A01R3.dat,1,0.743534482758621,0.445307773744707,0.249672312966325,1.03448275862069,10.3636363636364,0.517920242301868,0.175340971951292,0.000622406445608613,5.61616161616162,0.0295687733949518,-0.154856146965991,0.000124270470162516,2.72175543795342,9.72597848260991,20.9467112739659,15.3552575398846,0.00496210984191695,0.00334290382432682,8.62524637168766
1P21A01R1.dat,1,0.743534482758621,0.501386619657752,0.268348525238628,0.484913793103448,12.1515151515152,0.607269056032307,-0.117785080498525,0.00490973142046773,5.15151515151515,-0.0785598894666529,0.0964443473710679,9.25659725114229e-05,2.10352888330558,6.19553071506815,22.1823240553551,16.8022839606487,0.0051893322146174,0.00406377704882974,8.58572338275019
1P21A01R2.dat,1,0.808189655172414,0.557881773399014,0.257697044334976,0.517241379310345,8.13131313131313,0.406360424028269,-0.429821555940026,0.00392590711866088,3.62626262626263,-0.198683472562063,0.374811586215317,0.000118286848461127,3.09287579545904,12.6999357577324,22.1939297924823,18.3903977686152,0.00530861753844434,0.0035837108933044,8.55847308783396
1P22A01R1.dat,1,1.45474137931034,0.983682266009852,0.355167766521052,0.743534482758621,3.78571428571429,0.378185524974516,-0.181508355959461,0.198988574686688,1.13265306122449,-0.172178116324796,0.152331528221365,4.69594024983531e-05,1.95090835247062,6.5991951679348,36.6614200436907,32.1952630894901,0.0129881929394625,0.00859366568557288,7.69198863605691
1P22A01R2.dat,1,1.42241379310345,1.06480744002998,0.359152455022489,0.775862068965517,4.69387755102041,0.468909276248726,-0.430111878621592,0.339667143041693,1.6734693877551,-0.450457967913425,0.377900320554556,5.73468134252862e-05,2.64376068499906,9.95140848766987,37.7476270855267,36.1131141535396,0.0126544903796684,0.0066412042155728,7.66171764050344
1P22A01R3.dat,1,1.61637931034483,1.18882091212458,0.380705744477992,0.872844827586207,4.42857142857143,0.442405708460754,-0.45129419488852,0.425379240670816,1.42857142857143,-0.459510902582109,0.397079454825447,6.13213316577702e-05,3.0454964462833,12.6359553076036,39.3734344776604,37.7429813950946,0.0131267027593091,0.0071574131305851,7.65079889088324
1P23A01R1.dat,1,1.74568965517241,1.00444363790534,0.468412752453877,1.00215517241379,6.8469387755102,0.683995922528033,-0.214331267155783,0.291844850175165,3.80612244897959,-0.350903673354912,0.201170154844508,4.53389336249494e-05,1.76840661630657,5.33963942281983,36.2678182755341,33.093888168197,0.0143668682159087,0.00606806517755856,7.64643948356135
1P23A01R2.dat,1,1.93965517241379,1.26941379310345,0.562603448275862,1.22844827586207,6.37755102040816,0.63710499490316,-0.020632051881897,0.46202480322695,3.08163265306122,-0.0622782240193426,0.0195058876081701,3.19568726145576e-05,1.34950912869014,3.63308537350225,43.5796004156108,38.7714589320298,0.0161329135657116,0.0105958380253732,7.62638006239875
1P24A01R1.dat,1,1.39008620689655,0.916243504959849,0.416076208471107,0.905172413793104,6.70408163265306,0.669724770642202,-0.121634520003945,0.188317338397812,2.16326530612245,-0.0910614690782811,0.0980877057098612,3.32864862003421e-05,0.927675134257317,2.61975837815135,33.774384775406,28.2341670428627,0.0138439790124249,0.00782402545649201,7.64101480713407
1P24A01R2.dat,1,1.51939655172414,0.846886017714335,0.354071717258578,0.808189655172414,4.09183673469388,0.408766564729867,-0.254134971963994,0.167625044430908,1.86734693877551,-0.309271801475419,0.213236167825273,4.46139170521039e-05,1.66413753124343,5.3918934495534,32.4352145547945,28.2861756767109,0.0126751039280597,0.00774747353865915,7.70535109178788
1P24A01R3.dat,1,1.64870689655172,0.979397042465485,0.430625531636459,0.84051724137931,5.37755102040816,0.537206931702345,-0.227039485776589,0.215891239530639,2.5,-0.220573875799617,0.187808712745842,3.89838183688855e-05,1.6581556969754,5.65716501592794,35.0804232681186,30.55428539246,0.0140310328268923,0.0109453496096475,7.70099465180271
1P25A01R1.dat,1,1.55172413793103,0.962433185581123,0.637629554787823,1.74568965517241,5.39795918367347,0.539245667686035,-0.0792748264360675,0.16529398645945,2.81632653061224,-0.0974302027484149,0.0788261689129958,3.90507654838271e-05,1.26375423667434,3.65546460224287,33.5388520760455,28.6124441458229,0.0154506970487035,0.00658182504079879,7.70402116399703
1P25A01R2.dat,1,1.61637931034483,0.863326690382219,0.535084843685085,1.48706896551724,6.77551020408163,0.676860346585117,-0.389411738782649,0.148402563382582,2.58163265306122,-0.335249657644196,0.350474782477103,4.56265029523448e-05,1.43335383071513,4.14242357174696,29.7941183814421,26.7917683768134,0.0145204955001403,0.00654648613093056,7.56736103936781
1P25A01R3.dat,1,1.32543103448276,0.76068415260455,0.392906272927366,0.9375,7.19387755102041,0.718654434250764,-0.505621951885366,0.0787548851102312,4.12244897959184,-0.348274172380083,0.45290891806181,6.3401441751811e-05,2.0298463115131,6.55240696856739,26.9741935986351,24.9025983676996,0.0129240957451459,0.00559588724377147,7.63872347434795
1P26A01R1.dat,1,0.872844827586207,0.554062474322807,0.269636205527102,0.484913793103448,12.7171717171717,0.635537607269056,-0.379199755715871,0.0237276782495681,4.82828282828283,-0.223004450594232,0.336395234802158,0.000102804436859249,2.73299284734391,10.341038679368,23.1449924166335,19.3379411076079,0.00520010863906903,0.0030542753203153,8.52135611188201
1P26A01R2.dat,1,0.905172413793103,0.627818302387268,0.331209738537325,0.775862068965517,13.7878787878788,0.68904593639576,-0.241867325554767,0.0370865476428417,4.94949494949495,-0.172177529410351,0.214463875235947,7.7166159757735e-05,2.21828248404342,7.38264372366736,26.1027155757135,21.8267139104401,0.00562740804938669,0.00303516608627249,8.63292725402091
